flight_id,departure_time,arrival_time,airline,origin_airport,destination_airport,weather_condition,airport_congestion,delay_time,temperature,wind_speed,hour,passengers
4251,2025-02-20 15:21:41,2025-02-20 18:21:41,CloudNine Aviation,HKG,ORD,Cloudy,Severe,77,4,46,15,360
4252,2025-08-24 16:56:41,2025-08-24 19:56:41,CloudNine Aviation,AMS,HKG,Cold,Severe,20,4,28,16,385
4253,2024-12-28 14:52:41,2024-12-28 15:52:41,JetStream Airlines,JFK,HND,Cloudy,Low,11,7,16,14,375
4254,2025-08-25 13:46:41,2025-08-25 17:46:41,JetStream Airlines,HKG,LAX,Foggy,Severe,39,12,2,13,343
4255,2025-07-30 00:26:41,2025-07-30 03:26:41,SkyHigh Airways,DXB,GRU,Hazy,Low,39,-8,32,0,336
4256,2025-09-08 04:14:41,2025-09-08 09:14:41,CloudNine Aviation,CPT,SCL,Stormy,Low,57,32,3,4,285
4257,2024-11-28 21:51:41,2024-11-28 22:51:41,JetStream Airlines,ORD,AMS,Stormy,Severe,12,21,16,21,224
4258,2025-06-04 20:29:41,2025-06-05 01:29:41,CloudNine Aviation,HND,AMS,Icy,High,30,22,18,20,358
4259,2025-01-11 10:58:41,2025-01-11 11:58:41,CloudNine Aviation,AMS,SFO,Cloudy,Low,92,-4,37,10,357
4260,2024-10-03 09:08:41,2024-10-03 14:08:41,Sunset Skies Air,DXB,JFK,Stormy,Severe,79,1,4,9,312
4261,2024-09-23 07:37:41,2024-09-23 11:37:41,SkyHigh Airways,SYD,ORD,Rainy,Medium,87,3,46,7,318
4262,2025-01-27 17:38:41,2025-01-27 19:38:41,Sunset Skies Air,JFK,JFK,Foggy,Low,3,5,44,17,389
4263,2024-09-19 15:06:41,2024-09-19 20:06:41,JetStream Airlines,ORD,HND,Foggy,Medium,118,24,2,15,186
4264,2025-09-06 05:17:41,2025-09-06 10:17:41,SkyHigh Airways,CPT,NRT,Snowy,Low,2,18,40,5,334
4265,2025-07-30 08:55:41,2025-07-30 12:55:41,CloudNine Aviation,CPT,ORD,Cold,Severe,117,33,32,8,213
4266,2025-09-03 15:08:41,2025-09-03 20:08:41,BlueHorizon Airlines,SYD,NRT,Hot,Low,14,-8,12,15,255
4267,2025-08-09 10:05:41,2025-08-09 15:05:41,BlueHorizon Airlines,SYD,JFK,Foggy,High,67,18,17,10,234
4268,2025-06-14 04:00:41,2025-06-14 06:00:41,BlueHorizon Airlines,FRA,GRU,Foggy,Medium,119,-10,25,4,204
4269,2025-09-12 08:07:41,2025-09-12 11:07:41,BlueHorizon Airlines,FRA,AMS,Hot,Low,96,2,20,8,255
4270,2024-10-22 20:19:41,2024-10-22 23:19:41,EagleFly Express,LHR,FRA,Rainy,Low,104,28,41,20,266
4271,2025-03-16 12:23:41,2025-03-16 14:23:41,SkyHigh Airways,DXB,SFO,Windy,Severe,7,31,21,12,277
4272,2024-10-20 23:45:41,2024-10-21 02:45:41,Sunset Skies Air,SCL,HND,Cloudy,Medium,61,-10,19,23,178
4273,2025-08-21 21:32:41,2025-08-21 22:32:41,SkyHigh Airways,JFK,CDG,Stormy,Severe,99,-8,50,21,253
4274,2025-06-07 09:43:41,2025-06-07 10:43:41,CloudNine Aviation,CPT,LAX,Cloudy,Low,31,21,32,9,303
4275,2025-02-19 05:01:41,2025-02-19 08:01:41,CloudNine Aviation,GRU,HND,Cold,Low,25,37,46,5,267
4276,2025-03-06 07:51:41,2025-03-06 09:51:41,JetStream Airlines,NRT,CPT,Cloudy,Severe,71,37,27,7,289
4277,2025-08-15 22:44:41,2025-08-16 01:44:41,BlueHorizon Airlines,CDG,HND,Hazy,Medium,84,39,44,22,310
4278,2025-08-08 12:49:41,2025-08-08 14:49:41,JetStream Airlines,SFO,LHR,Sunny,Low,2,21,22,12,244
4279,2025-06-26 09:43:41,2025-06-26 11:43:41,CloudNine Aviation,HKG,CPT,Windy,High,67,39,50,9,249
4280,2025-02-03 11:41:41,2025-02-03 16:41:41,CloudNine Aviation,JFK,DXB,Sunny,High,34,0,33,11,378
4281,2025-03-10 01:51:41,2025-03-10 05:51:41,BlueHorizon Airlines,NRT,CDG,Windy,High,87,-10,35,1,367
4282,2025-04-08 22:58:41,2025-04-09 03:58:41,BlueHorizon Airlines,CDG,DXB,Cloudy,High,76,30,28,22,338
4283,2025-03-11 14:17:41,2025-03-11 16:17:41,Sunset Skies Air,SYD,LAX,Foggy,Low,116,18,28,14,226
4284,2025-02-17 20:55:41,2025-02-17 22:55:41,CloudNine Aviation,SCL,HND,Cold,High,53,-6,0,20,353
4285,2024-12-30 18:21:41,2024-12-30 19:21:41,JetStream Airlines,LAX,SYD,Sunny,Severe,68,13,44,18,271
4286,2025-06-29 16:07:41,2025-06-29 21:07:41,JetStream Airlines,LAX,GRU,Windy,Low,105,3,22,16,183
4287,2025-01-07 01:54:41,2025-01-07 04:54:41,EagleFly Express,ORD,HKG,Foggy,Severe,45,29,0,1,208
4288,2024-10-02 12:12:41,2024-10-02 15:12:41,JetStream Airlines,DXB,FRA,Rainy,Low,64,-6,15,12,228
4289,2025-08-25 01:46:41,2025-08-25 06:46:41,CloudNine Aviation,CPT,AMS,Snowy,High,30,-2,30,1,358
4290,2025-05-10 09:50:41,2025-05-10 14:50:41,Sunset Skies Air,LHR,LAX,Hot,Severe,16,18,19,9,194
4291,2025-04-24 05:32:41,2025-04-24 08:32:41,BlueHorizon Airlines,SFO,DXB,Foggy,Medium,7,34,24,5,219
4292,2025-07-15 08:43:41,2025-07-15 13:43:41,SkyHigh Airways,SYD,SYD,Hot,Low,55,-9,30,8,293
4293,2025-06-14 08:52:41,2025-06-14 10:52:41,SkyHigh Airways,LAX,LHR,Cold,Medium,111,11,34,8,390
4294,2024-09-28 12:10:41,2024-09-28 16:10:41,JetStream Airlines,ORD,SCL,Stormy,High,12,19,39,12,199
4295,2025-01-12 12:20:41,2025-01-12 15:20:41,SkyHigh Airways,LHR,LHR,Sunny,Low,41,5,10,12,384
4296,2025-07-12 14:11:41,2025-07-12 15:11:41,JetStream Airlines,FRA,ORD,Cloudy,High,85,32,10,14,337
4297,2024-11-10 13:06:41,2024-11-10 18:06:41,SkyHigh Airways,CDG,CDG,Snowy,High,87,34,32,13,331
4298,2024-10-29 19:26:41,2024-10-29 22:26:41,JetStream Airlines,AMS,CPT,Sunny,Medium,120,31,17,19,284
4299,2024-09-25 23:07:41,2024-09-26 01:07:41,SkyHigh Airways,LHR,DXB,Hazy,Severe,93,11,28,23,365
4300,2025-09-04 21:30:41,2025-09-05 00:30:41,Sunset Skies Air,ORD,NRT,Cold,Low,3,25,34,21,276
4301,2025-08-10 04:42:41,2025-08-10 06:42:41,CloudNine Aviation,SYD,NRT,Icy,Severe,15,7,39,4,273
4302,2025-04-13 22:34:41,2025-04-14 02:34:41,Sunset Skies Air,JFK,HKG,Stormy,Low,49,27,28,22,346
4303,2024-09-23 06:08:41,2024-09-23 08:08:41,EagleFly Express,FRA,SFO,Icy,Medium,32,33,44,6,222
4304,2024-09-19 20:47:41,2024-09-19 22:47:41,BlueHorizon Airlines,SYD,CPT,Windy,Low,35,-6,30,20,324
4305,2025-07-08 13:49:41,2025-07-08 16:49:41,EagleFly Express,SFO,GRU,Hot,Severe,111,17,20,13,176
4306,2025-07-14 09:36:41,2025-07-14 13:36:41,Sunset Skies Air,CPT,CPT,Cloudy,High,27,8,49,9,235
4307,2025-08-27 23:51:41,2025-08-28 03:51:41,Sunset Skies Air,SCL,HND,Foggy,Severe,2,4,9,23,268
4308,2025-02-27 01:14:41,2025-02-27 04:14:41,CloudNine Aviation,SYD,AMS,Icy,Severe,23,10,45,1,186
4309,2024-11-22 15:11:41,2024-11-22 18:11:41,EagleFly Express,ORD,SYD,Hot,Low,58,25,43,15,171
4310,2025-08-21 09:45:41,2025-08-21 11:45:41,Sunset Skies Air,CDG,JFK,Snowy,Medium,7,-5,43,9,317
4311,2025-01-15 09:14:41,2025-01-15 12:14:41,Sunset Skies Air,ORD,LAX,Cloudy,Medium,110,38,35,9,351
4312,2025-03-09 09:21:41,2025-03-09 13:21:41,JetStream Airlines,GRU,SYD,Cloudy,High,2,31,49,9,332
4313,2025-01-09 13:00:41,2025-01-09 16:00:41,SkyHigh Airways,FRA,GRU,Sunny,Severe,51,-4,5,13,381
4314,2025-03-27 10:46:41,2025-03-27 14:46:41,JetStream Airlines,SYD,LHR,Cold,High,34,5,35,10,252
4315,2025-04-15 12:58:41,2025-04-15 15:58:41,JetStream Airlines,SYD,CPT,Cold,Severe,72,23,5,12,330
4316,2025-02-21 11:46:41,2025-02-21 14:46:41,EagleFly Express,HKG,ORD,Sunny,Medium,21,35,6,11,193
4317,2024-12-14 17:20:41,2024-12-14 21:20:41,CloudNine Aviation,HND,LAX,Foggy,Low,113,19,33,17,175
4318,2024-11-25 05:00:41,2024-11-25 08:00:41,Sunset Skies Air,CPT,DXB,Hazy,Severe,82,25,32,5,341
4319,2025-09-04 20:48:41,2025-09-04 21:48:41,JetStream Airlines,NRT,LAX,Hot,High,86,27,12,20,188
4320,2024-11-30 03:50:41,2024-11-30 07:50:41,CloudNine Aviation,AMS,JFK,Rainy,Medium,62,12,45,3,378
4321,2025-08-06 12:48:41,2025-08-06 15:48:41,SkyHigh Airways,SCL,FRA,Windy,Low,95,16,34,12,348
4322,2024-11-09 16:13:41,2024-11-09 17:13:41,EagleFly Express,SFO,LAX,Icy,Low,8,-2,16,16,245
4323,2024-10-12 05:48:41,2024-10-12 07:48:41,BlueHorizon Airlines,JFK,CPT,Sunny,Low,15,8,22,5,218
4324,2024-12-06 13:20:41,2024-12-06 16:20:41,BlueHorizon Airlines,GRU,FRA,Stormy,Severe,19,-2,29,13,358
4325,2025-05-13 04:09:41,2025-05-13 09:09:41,SkyHigh Airways,JFK,DXB,Windy,Severe,15,17,24,4,286
4326,2025-06-03 16:39:41,2025-06-03 21:39:41,EagleFly Express,SYD,JFK,Rainy,Severe,86,20,20,16,317
4327,2025-06-05 10:36:41,2025-06-05 15:36:41,SkyHigh Airways,HKG,FRA,Stormy,Low,73,-2,16,10,342
4328,2024-12-17 18:46:41,2024-12-17 21:46:41,CloudNine Aviation,SFO,FRA,Cloudy,Severe,86,40,40,18,269
4329,2024-09-26 04:00:41,2024-09-26 09:00:41,CloudNine Aviation,GRU,SCL,Windy,Low,70,11,31,4,372
4330,2025-06-29 09:59:41,2025-06-29 13:59:41,CloudNine Aviation,CDG,CDG,Icy,Medium,65,12,46,9,374
4331,2025-06-04 12:47:41,2025-06-04 14:47:41,JetStream Airlines,GRU,GRU,Stormy,Medium,24,-3,28,12,338
4332,2025-07-11 06:52:41,2025-07-11 11:52:41,SkyHigh Airways,AMS,AMS,Cloudy,Low,22,27,28,6,234
4333,2025-07-21 06:21:41,2025-07-21 08:21:41,Sunset Skies Air,HND,SCL,Windy,High,72,38,7,6,316
4334,2025-07-14 11:53:41,2025-07-14 14:53:41,BlueHorizon Airlines,HKG,HND,Rainy,Severe,51,1,0,11,243
4335,2024-10-16 06:49:41,2024-10-16 10:49:41,SkyHigh Airways,LAX,SFO,Hazy,Severe,82,9,0,6,373
4336,2025-04-29 17:51:41,2025-04-29 21:51:41,JetStream Airlines,HKG,CDG,Cloudy,Low,68,-9,26,17,197
4337,2025-07-04 08:38:41,2025-07-04 13:38:41,EagleFly Express,GRU,SYD,Cold,Medium,3,10,3,8,338
4338,2025-05-13 00:19:41,2025-05-13 05:19:41,JetStream Airlines,AMS,LAX,Icy,Severe,19,35,45,0,389
4339,2025-06-19 13:20:41,2025-06-19 17:20:41,EagleFly Express,ORD,LHR,Sunny,Medium,35,30,2,13,183
4340,2025-04-22 16:03:41,2025-04-22 19:03:41,Sunset Skies Air,HKG,LAX,Foggy,Severe,70,17,21,16,205
4341,2025-06-27 18:41:41,2025-06-27 22:41:41,JetStream Airlines,LHR,CDG,Hazy,Low,63,39,37,18,232
4342,2025-06-18 21:23:41,2025-06-18 22:23:41,CloudNine Aviation,AMS,SCL,Stormy,Low,8,-9,36,21,239
4343,2024-12-08 09:44:41,2024-12-08 14:44:41,BlueHorizon Airlines,GRU,DXB,Sunny,Low,30,-5,15,9,302
4344,2025-09-11 21:00:41,2025-09-12 02:00:41,SkyHigh Airways,HND,ORD,Rainy,Severe,54,21,32,21,189
4345,2025-03-02 06:41:41,2025-03-02 10:41:41,SkyHigh Airways,JFK,SCL,Rainy,Low,64,-5,8,6,345
4346,2024-12-15 02:59:41,2024-12-15 03:59:41,Sunset Skies Air,SCL,GRU,Cold,High,107,-5,23,2,236
4347,2025-03-22 18:01:41,2025-03-22 20:01:41,SkyHigh Airways,CPT,NRT,Cloudy,High,27,8,37,18,245
4348,2024-10-28 11:50:41,2024-10-28 13:50:41,CloudNine Aviation,CPT,SYD,Hazy,Low,97,9,4,11,172
4349,2025-08-10 17:07:41,2025-08-10 21:07:41,EagleFly Express,CPT,SFO,Hot,High,28,4,22,17,344
4350,2024-11-25 22:06:41,2024-11-26 00:06:41,SkyHigh Airways,SFO,CPT,Rainy,Low,102,4,8,22,278
4351,2025-02-19 08:38:41,2025-02-19 10:38:41,JetStream Airlines,CPT,AMS,Hazy,High,59,-7,30,8,230
4352,2024-11-17 08:51:41,2024-11-17 10:51:41,JetStream Airlines,CPT,FRA,Foggy,Low,14,12,4,8,350
4353,2025-07-17 09:24:41,2025-07-17 12:24:41,EagleFly Express,CDG,SCL,Windy,Severe,70,27,15,9,284
4354,2025-08-22 21:05:41,2025-08-22 23:05:41,BlueHorizon Airlines,AMS,DXB,Cloudy,Medium,33,32,48,21,336
4355,2025-07-28 22:53:41,2025-07-29 01:53:41,JetStream Airlines,SYD,SFO,Windy,Medium,62,37,14,22,219
4356,2025-01-09 09:21:41,2025-01-09 13:21:41,BlueHorizon Airlines,DXB,DXB,Hazy,Low,42,-8,3,9,177
4357,2025-02-18 23:17:41,2025-02-19 04:17:41,CloudNine Aviation,HND,ORD,Stormy,Low,63,22,47,23,314
4358,2025-07-26 16:42:41,2025-07-26 17:42:41,CloudNine Aviation,CDG,ORD,Windy,Severe,28,2,33,16,359
4359,2024-12-10 07:23:41,2024-12-10 10:23:41,EagleFly Express,FRA,HND,Cold,Severe,16,-7,23,7,275
4360,2024-11-28 06:28:41,2024-11-28 08:28:41,EagleFly Express,FRA,AMS,Sunny,Low,60,23,32,6,244
4361,2025-05-14 19:00:41,2025-05-15 00:00:41,EagleFly Express,NRT,DXB,Foggy,Medium,110,24,35,19,178
4362,2025-08-23 15:08:41,2025-08-23 17:08:41,JetStream Airlines,ORD,LAX,Cold,Severe,108,13,16,15,288
4363,2025-08-01 08:27:41,2025-08-01 10:27:41,Sunset Skies Air,LAX,HKG,Stormy,Low,6,8,2,8,317
4364,2024-09-23 18:25:41,2024-09-23 23:25:41,JetStream Airlines,ORD,JFK,Stormy,Severe,91,23,20,18,185
4365,2025-08-14 19:46:41,2025-08-14 21:46:41,SkyHigh Airways,CPT,CDG,Hazy,Low,95,13,7,19,369
4366,2025-03-12 15:53:41,2025-03-12 18:53:41,CloudNine Aviation,ORD,SCL,Cloudy,Medium,92,-9,35,15,175
4367,2024-10-05 16:50:41,2024-10-05 21:50:41,CloudNine Aviation,NRT,ORD,Cold,High,63,21,21,16,253
4368,2025-07-17 09:39:41,2025-07-17 13:39:41,EagleFly Express,FRA,HND,Hot,High,66,29,36,9,262
4369,2025-03-26 13:00:41,2025-03-26 15:00:41,SkyHigh Airways,NRT,ORD,Windy,Medium,114,10,15,13,211
4370,2024-09-21 20:47:41,2024-09-22 01:47:41,BlueHorizon Airlines,CDG,SCL,Stormy,Medium,44,39,44,20,252
4371,2025-01-03 20:43:41,2025-01-04 01:43:41,JetStream Airlines,SYD,CPT,Cloudy,Medium,24,27,31,20,252
4372,2025-06-16 16:08:41,2025-06-16 17:08:41,Sunset Skies Air,HKG,LHR,Windy,Low,16,11,9,16,218
4373,2024-12-14 13:28:41,2024-12-14 18:28:41,Sunset Skies Air,GRU,LAX,Icy,Low,55,19,27,13,389
4374,2025-03-09 03:14:41,2025-03-09 06:14:41,Sunset Skies Air,DXB,CDG,Snowy,Low,71,4,35,3,322
4375,2025-08-23 09:57:41,2025-08-23 14:57:41,EagleFly Express,CDG,FRA,Windy,Medium,86,-7,35,9,326
4376,2025-03-03 14:47:41,2025-03-03 19:47:41,Sunset Skies Air,SYD,CPT,Cold,Medium,13,-1,18,14,233
4377,2025-05-15 00:42:41,2025-05-15 03:42:41,Sunset Skies Air,AMS,LHR,Rainy,Low,25,-7,32,0,224
4378,2025-07-22 07:50:41,2025-07-22 08:50:41,BlueHorizon Airlines,NRT,NRT,Hazy,Medium,62,6,3,7,362
4379,2024-10-26 05:02:41,2024-10-26 07:02:41,EagleFly Express,AMS,ORD,Hazy,High,45,37,15,5,215
4380,2025-08-16 13:56:41,2025-08-16 14:56:41,JetStream Airlines,HKG,LHR,Rainy,Low,65,-10,31,13,249
4381,2025-06-21 16:06:41,2025-06-21 19:06:41,SkyHigh Airways,SYD,SCL,Rainy,Medium,116,40,17,16,278
4382,2025-03-21 17:36:41,2025-03-21 18:36:41,Sunset Skies Air,FRA,HKG,Rainy,Low,120,-9,26,17,253
4383,2025-03-23 17:04:41,2025-03-23 21:04:41,CloudNine Aviation,CDG,SFO,Sunny,High,64,5,31,17,313
4384,2025-07-25 02:45:41,2025-07-25 04:45:41,CloudNine Aviation,SYD,LAX,Cold,Medium,84,8,8,2,323
4385,2024-11-28 18:29:41,2024-11-28 22:29:41,EagleFly Express,DXB,LHR,Windy,Low,50,5,29,18,201
4386,2025-07-21 22:21:41,2025-07-22 00:21:41,BlueHorizon Airlines,HKG,HND,Cold,Severe,35,19,41,22,319
4387,2025-04-26 14:10:41,2025-04-26 15:10:41,SkyHigh Airways,CPT,HND,Cloudy,Severe,87,38,28,14,314
4388,2024-10-28 16:44:41,2024-10-28 21:44:41,SkyHigh Airways,FRA,SYD,Snowy,Low,10,1,24,16,246
4389,2025-02-10 09:46:41,2025-02-10 13:46:41,EagleFly Express,SYD,CPT,Cloudy,Low,37,26,1,9,370
4390,2024-09-21 23:16:41,2024-09-22 00:16:41,CloudNine Aviation,GRU,HKG,Cold,High,76,34,4,23,214
4391,2024-10-24 02:21:41,2024-10-24 04:21:41,CloudNine Aviation,CPT,SYD,Hot,Low,92,-3,47,2,347
4392,2025-08-09 17:14:41,2025-08-09 21:14:41,CloudNine Aviation,ORD,AMS,Icy,Severe,115,32,30,17,190
4393,2024-09-24 21:26:41,2024-09-24 22:26:41,EagleFly Express,LAX,FRA,Foggy,High,80,12,40,21,191
4394,2025-04-22 01:05:41,2025-04-22 06:05:41,SkyHigh Airways,LAX,CDG,Stormy,High,44,29,16,1,251
4395,2024-10-06 13:53:41,2024-10-06 18:53:41,CloudNine Aviation,DXB,JFK,Stormy,High,103,28,39,13,173
4396,2024-11-01 03:51:41,2024-11-01 06:51:41,EagleFly Express,ORD,CPT,Foggy,Medium,37,12,22,3,176
4397,2025-08-11 18:38:41,2025-08-11 23:38:41,EagleFly Express,HND,FRA,Windy,Low,83,4,23,18,312
4398,2025-02-19 05:50:41,2025-02-19 08:50:41,BlueHorizon Airlines,AMS,LAX,Snowy,Medium,31,31,1,5,306
4399,2025-03-01 20:37:41,2025-03-01 22:37:41,SkyHigh Airways,SCL,GRU,Windy,High,15,-1,1,20,305
4400,2025-07-21 02:45:41,2025-07-21 07:45:41,SkyHigh Airways,FRA,DXB,Hot,Severe,15,39,4,2,254
4401,2025-04-06 03:13:41,2025-04-06 06:13:41,JetStream Airlines,HND,AMS,Hazy,Severe,80,35,44,3,285
4402,2025-05-07 00:22:41,2025-05-07 05:22:41,Sunset Skies Air,SCL,AMS,Rainy,Severe,57,0,45,0,349
4403,2025-01-26 07:38:41,2025-01-26 10:38:41,JetStream Airlines,CDG,AMS,Hazy,High,26,-3,31,7,170
4404,2024-09-27 21:34:41,2024-09-28 01:34:41,Sunset Skies Air,SCL,ORD,Rainy,Medium,94,30,25,21,303
4405,2025-08-02 02:07:41,2025-08-02 04:07:41,BlueHorizon Airlines,ORD,SYD,Snowy,Severe,101,26,41,2,385
4406,2024-09-29 20:19:41,2024-09-29 22:19:41,SkyHigh Airways,LHR,ORD,Hazy,High,96,30,16,20,246
4407,2025-03-03 21:29:41,2025-03-04 01:29:41,JetStream Airlines,FRA,HND,Cold,High,29,15,26,21,275
4408,2025-07-31 22:44:41,2025-08-01 01:44:41,CloudNine Aviation,NRT,AMS,Snowy,Severe,12,-6,0,22,285
4409,2024-12-20 09:16:41,2024-12-20 13:16:41,EagleFly Express,CPT,CDG,Hot,Medium,80,39,6,9,290
4410,2024-09-21 04:25:41,2024-09-21 05:25:41,EagleFly Express,FRA,HKG,Cold,Medium,18,21,37,4,172
4411,2025-09-12 17:29:41,2025-09-12 20:29:41,EagleFly Express,HKG,LAX,Cloudy,Severe,118,27,30,17,372
4412,2025-02-17 01:09:41,2025-02-17 02:09:41,EagleFly Express,GRU,AMS,Snowy,Severe,2,14,8,1,371
4413,2025-04-26 08:00:41,2025-04-26 11:00:41,SkyHigh Airways,GRU,HND,Rainy,Low,70,31,49,8,243
4414,2024-11-15 21:49:41,2024-11-15 23:49:41,Sunset Skies Air,FRA,AMS,Snowy,Severe,83,16,16,21,345
4415,2025-06-20 16:24:41,2025-06-20 20:24:41,BlueHorizon Airlines,HND,HND,Stormy,Low,95,7,27,16,244
4416,2024-09-27 20:03:41,2024-09-28 01:03:41,CloudNine Aviation,SYD,HND,Sunny,Severe,53,-10,20,20,274
4417,2024-09-25 05:19:41,2024-09-25 09:19:41,BlueHorizon Airlines,SFO,CDG,Cold,Medium,109,-2,26,5,201
4418,2025-03-24 13:00:41,2025-03-24 16:00:41,CloudNine Aviation,ORD,HND,Rainy,Medium,9,-9,7,13,234
4419,2025-01-13 11:32:41,2025-01-13 13:32:41,BlueHorizon Airlines,DXB,FRA,Cold,Low,61,9,8,11,178
4420,2025-03-26 13:27:41,2025-03-26 15:27:41,CloudNine Aviation,CPT,NRT,Cloudy,Low,88,7,7,13,272
4421,2024-11-28 22:05:41,2024-11-29 00:05:41,SkyHigh Airways,AMS,FRA,Windy,Medium,22,21,23,22,230
4422,2025-02-27 00:31:41,2025-02-27 03:31:41,EagleFly Express,HKG,LHR,Sunny,Medium,37,7,5,0,363
4423,2025-01-22 22:24:41,2025-01-23 01:24:41,JetStream Airlines,GRU,SYD,Hot,Low,91,36,24,22,375
4424,2025-01-26 07:05:41,2025-01-26 08:05:41,JetStream Airlines,CDG,DXB,Stormy,Medium,76,38,12,7,345
4425,2025-07-02 02:53:41,2025-07-02 07:53:41,Sunset Skies Air,AMS,JFK,Snowy,Severe,55,31,3,2,190
4426,2025-01-31 11:35:41,2025-01-31 14:35:41,JetStream Airlines,SYD,ORD,Windy,High,18,14,8,11,359
4427,2025-02-17 14:51:41,2025-02-17 18:51:41,JetStream Airlines,FRA,HND,Foggy,Low,24,33,38,14,204
4428,2025-02-07 05:48:41,2025-02-07 10:48:41,CloudNine Aviation,NRT,CPT,Cloudy,Low,17,39,42,5,205
4429,2024-10-09 17:41:41,2024-10-09 22:41:41,CloudNine Aviation,FRA,LAX,Hot,Severe,110,8,8,17,313
4430,2025-05-15 04:57:41,2025-05-15 06:57:41,Sunset Skies Air,JFK,LAX,Cloudy,Severe,19,18,44,4,320
4431,2024-09-27 05:30:41,2024-09-27 08:30:41,EagleFly Express,GRU,DXB,Sunny,Severe,74,8,42,5,304
4432,2025-01-15 08:13:41,2025-01-15 11:13:41,BlueHorizon Airlines,JFK,SYD,Rainy,Medium,88,25,49,8,348
4433,2024-11-13 16:22:41,2024-11-13 20:22:41,SkyHigh Airways,DXB,CPT,Cloudy,Low,78,29,7,16,210
4434,2025-06-28 04:02:41,2025-06-28 06:02:41,BlueHorizon Airlines,CPT,HKG,Foggy,High,57,18,12,4,354
4435,2025-05-02 22:57:41,2025-05-03 02:57:41,BlueHorizon Airlines,SCL,JFK,Windy,Medium,15,28,34,22,306
4436,2025-06-22 12:23:41,2025-06-22 14:23:41,Sunset Skies Air,HKG,ORD,Cold,High,37,38,20,12,348
4437,2025-04-11 00:56:41,2025-04-11 03:56:41,JetStream Airlines,HND,JFK,Rainy,Severe,99,19,8,0,314
4438,2024-10-27 19:44:41,2024-10-28 00:44:41,BlueHorizon Airlines,AMS,LAX,Cold,Low,12,29,28,19,294
4439,2025-03-13 08:30:41,2025-03-13 09:30:41,JetStream Airlines,SFO,SCL,Cold,Medium,24,30,47,8,224
4440,2025-06-29 03:06:41,2025-06-29 06:06:41,CloudNine Aviation,LAX,FRA,Hazy,Medium,65,32,21,3,361
4441,2025-06-13 18:07:41,2025-06-13 19:07:41,Sunset Skies Air,AMS,SCL,Cold,Low,53,31,49,18,224
4442,2025-01-03 15:38:41,2025-01-03 19:38:41,EagleFly Express,LAX,CDG,Icy,Severe,20,11,17,15,229
4443,2025-01-28 06:47:41,2025-01-28 11:47:41,Sunset Skies Air,CDG,ORD,Sunny,High,6,38,41,6,357
4444,2025-04-16 12:41:41,2025-04-16 17:41:41,BlueHorizon Airlines,HKG,HKG,Sunny,Low,50,39,22,12,175
4445,2025-08-25 10:49:41,2025-08-25 15:49:41,SkyHigh Airways,CDG,SYD,Icy,Severe,14,16,18,10,370
4446,2024-12-07 01:44:41,2024-12-07 02:44:41,CloudNine Aviation,HKG,CDG,Hot,Low,107,12,48,1,359
4447,2025-06-25 03:02:41,2025-06-25 05:02:41,CloudNine Aviation,JFK,CDG,Cold,Medium,20,15,48,3,180
4448,2025-05-22 17:46:41,2025-05-22 19:46:41,SkyHigh Airways,AMS,ORD,Icy,High,20,-7,48,17,218
4449,2025-03-18 16:21:41,2025-03-18 17:21:41,CloudNine Aviation,LAX,FRA,Cold,Severe,37,9,19,16,196
4450,2025-02-27 08:35:41,2025-02-27 10:35:41,JetStream Airlines,SFO,AMS,Snowy,Medium,117,-8,24,8,175
4451,2024-10-10 00:29:41,2024-10-10 05:29:41,Sunset Skies Air,HND,LHR,Sunny,Low,99,5,5,0,170
4452,2025-01-19 18:40:41,2025-01-19 21:40:41,JetStream Airlines,GRU,NRT,Windy,Severe,16,27,0,18,283
4453,2025-07-20 22:11:41,2025-07-21 02:11:41,SkyHigh Airways,AMS,LAX,Hazy,Severe,44,-4,36,22,304
4454,2025-01-25 21:24:41,2025-01-26 01:24:41,SkyHigh Airways,LHR,GRU,Rainy,High,56,1,34,21,268
4455,2025-07-19 22:11:41,2025-07-20 01:11:41,CloudNine Aviation,NRT,SCL,Snowy,Severe,76,9,35,22,276
4456,2025-02-01 18:40:41,2025-02-01 22:40:41,SkyHigh Airways,LAX,SCL,Cloudy,High,82,-7,0,18,179
4457,2025-04-19 13:18:41,2025-04-19 17:18:41,CloudNine Aviation,SCL,LHR,Hot,Low,18,1,37,13,278
4458,2025-06-10 14:19:41,2025-06-10 15:19:41,EagleFly Express,JFK,HKG,Icy,Severe,55,39,2,14,176
4459,2025-09-03 04:31:41,2025-09-03 05:31:41,JetStream Airlines,JFK,DXB,Stormy,Medium,87,-10,11,4,332
4460,2025-02-03 16:47:41,2025-02-03 19:47:41,EagleFly Express,NRT,NRT,Snowy,Severe,106,35,24,16,272
4461,2025-02-05 16:01:41,2025-02-05 19:01:41,EagleFly Express,CPT,HKG,Hazy,Low,49,6,23,16,359
4462,2025-09-08 16:26:41,2025-09-08 17:26:41,Sunset Skies Air,CDG,JFK,Icy,Medium,25,38,6,16,316
4463,2024-12-23 15:31:41,2024-12-23 20:31:41,EagleFly Express,FRA,HND,Hazy,Severe,100,23,10,15,261
4464,2025-05-12 15:34:41,2025-05-12 18:34:41,BlueHorizon Airlines,SCL,LAX,Rainy,High,119,20,29,15,258
